,brand,model,tag,target,grade,frequency
1123,joyoung/九阳, JYL-C91T,服务,卖家,1,1.0
1124,joyoung/九阳, JYL-C91T,服务,卖家,1,1.0
1125,joyoung/九阳, JYL-C91T,服务,包装,1,1.0
1126,joyoung/九阳, JYL-C91T,服务,包装,1,5.0
1127,joyoung/九阳, JYL-C91T,服务,包装,1,5.0
1128,joyoung/九阳, JYL-C91T,服务,包装,1,2.0
1129,joyoung/九阳, JYL-C91T,服务,包装,1,1.0
1130,joyoung/九阳, JYL-C91T,质量,质量,1,10.0
1131,joyoung/九阳, JYL-C91T,质量,质量,1,5.0
1132,joyoung/九阳, JYL-C91T,质量,质量,1,8.0
1133,joyoung/九阳, JYL-C91T,质量,质量,-1,1.0
1134,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1135,joyoung/九阳, JYL-C91T,服务,客服,1,1.0
1136,joyoung/九阳, JYL-C91T,服务,客服,1,2.0
1137,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1138,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1139,joyoung/九阳, JYL-C91T,质量,声音,1,13.0
1140,joyoung/九阳, JYL-C91T,质量,声音,-1,1.0
1141,joyoung/九阳, JYL-C91T,质量,声音,-1,1.0
1142,joyoung/九阳, JYL-C91T,质量,声音,1,1.0
1143,joyoung/九阳, JYL-C91T,质量,声音,-1,1.0
1144,joyoung/九阳, JYL-C91T,质量,声音,-1,1.0
1145,joyoung/九阳, JYL-C91T,质量,声音,-1,1.0
1146,joyoung/九阳, JYL-C91T,质量,声音,-1,2.0
1147,joyoung/九阳, JYL-C91T,质量,声音,0,1.0
1148,joyoung/九阳, JYL-C91T,服务,赠品,1,1.0
1149,joyoung/九阳, JYL-C91T,服务,赠品,-1,1.0
1150,joyoung/九阳, JYL-C91T,服务,赠品,1,1.0
1151,joyoung/九阳, JYL-C91T,服务,态度,1,1.0
1152,joyoung/九阳, JYL-C91T,服务,态度,1,2.0
1153,joyoung/九阳, JYL-C91T,服务,态度,1,1.0
1154,joyoung/九阳, JYL-C91T,物流,物流,1,4.0
1155,joyoung/九阳, JYL-C91T,物流,物流,-1,1.0
1156,joyoung/九阳, JYL-C91T,物流,物流,1,2.0
1157,joyoung/九阳, JYL-C91T,价格,价钱,1,1.0
1158,joyoung/九阳, JYL-C91T,质量,噪音,-1,3.0
1159,joyoung/九阳, JYL-C91T,质量,噪音,-1,2.0
1160,joyoung/九阳, JYL-C91T,质量,噪音,1,1.0
1161,joyoung/九阳, JYL-C91T,服务,服务态度,1,8.0
1162,joyoung/九阳, JYL-C91T,服务,服务态度,1,2.0
1163,joyoung/九阳, JYL-C91T,服务,服务态度,1,1.0
1164,joyoung/九阳, JYL-C91T,服务,服务态度,1,1.0
1165,joyoung/九阳, JYL-C91T,功能,功能,1,1.0
1166,joyoung/九阳, JYL-C91T,功能,功能,1,1.0
1167,joyoung/九阳, JYL-C91T,功能,功能,1,1.0
1168,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,2.0
1169,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,3.0
1170,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1171,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1172,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1173,joyoung/九阳, JYL-C91T,功能,榨汁,1,1.0
1174,joyoung/九阳, JYL-C91T,价格,价格,1,5.0
1175,joyoung/九阳, JYL-C91T,价格,价格,1,2.0
1176,joyoung/九阳, JYL-C91T,价格,价格,1,1.0
1177,joyoung/九阳, JYL-C91T,价格,价格,1,1.0
1178,joyoung/九阳, JYL-C91T,品牌,九阳,-1,1.0
1179,joyoung/九阳, JYL-C91T,品牌,九阳,1,1.0
1180,joyoung/九阳, JYL-C91T,功能,绞肉,-1,1.0
1181,joyoung/九阳, JYL-C91T,功能,榨汁机,1,1.0
1182,joyoung/九阳, JYL-C91T,功能,榨汁机,1,1.0
1183,joyoung/九阳, JYL-C91T,功能,榨汁机,1,2.0
1184,joyoung/九阳, JYL-C91T,功能,榨汁机,1,1.0
1185,joyoung/九阳, JYL-C91T,功能,榨汁机,0,1.0
1186,joyoung/九阳, JYL-C91T,款式,大小,1,1.0
1187,joyoung/九阳, JYL-C91T,功能,果汁,1,3.0
1188,joyoung/九阳, JYL-C91T,服务,好评,1,3.0
1189,joyoung/九阳, JYL-C91T,服务,好评,1,2.0
1190,joyoung/九阳, JYL-C91T,活动,礼品,1,3.0
1191,joyoung/九阳, JYL-C91T,活动,礼品,1,1.0
1192,joyoung/九阳, JYL-C91T,活动,礼品,1,1.0
1193,joyoung/九阳, JYL-C91T,活动,礼物,1,1.0
1194,joyoung/九阳, JYL-C91T,款式,款式,1,1.0
1195,joyoung/九阳, JYL-C91T,服务,售后服务,-1,1.0
1196,joyoung/九阳, JYL-C91T,质量,开关,-1,1.0
1197,joyoung/九阳, JYL-C91T,款式,尺寸,1,1.0
1198,joyoung/九阳, JYL-C91T,适用人群,婆婆,1,1.0
1199,joyoung/九阳, JYL-C91T,款式,手感,1,1.0
1200,joyoung/九阳, JYL-C91T,质量,心情舒畅,1,1.0
1201,joyoung/九阳, JYL-C91T,服务,实体店,1,1.0
1202,joyoung/九阳, JYL-C91T,款式,颜值,1,1.0
1203,joyoung/九阳, JYL-C91T,活动,小东西,1,1.0
1204,joyoung/九阳, JYL-C91T,价格,价位,1,1.0
1205,joyoung/九阳, JYL-C91T,价格,价位,1,1.0
1206,joyoung/九阳, JYL-C91T,功能,苹果汁,1,1.0
1207,joyoung/九阳, JYL-C91T,服务,说明书,1,1.0
1208,joyoung/九阳, JYL-C91T,功能,米糊,1,1.0
1209,joyoung/九阳, JYL-C91T,适用人群,老人,1,1.0
1210,joyoung/九阳, JYL-C91T,款式,很漂亮,1,1.0
1211,joyoung/九阳, JYL-C91T,功能,水果,1,1.0
1212,joyoung/九阳, JYL-C91T,功能,芝麻,1,1.0
1213,joyoung/九阳, JYL-C91T,功能,芝麻,0,1.0
1214,joyoung/九阳, JYL-C91T,质量,海绵,-1,1.0
1215,joyoung/九阳, JYL-C91T,款式,颜色,1,2.0
1216,joyoung/九阳, JYL-C91T,功能,豆浆,1,1.0
1217,joyoung/九阳, JYL-C91T,功能,豆浆,1,1.0
1218,joyoung/九阳, JYL-C91T,功能,生姜,0,1.0
1219,joyoung/九阳, JYL-C91T,功能,功率,1,1.0
1220,joyoung/九阳, JYL-C91T,功能,功率,1,1.0
1221,joyoung/九阳, JYL-C91T,价格,物超所值,1,1.0
1222,joyoung/九阳, JYL-C91T,适用人群,宝贝,-1,1.0
1223,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1224,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,2.0
1225,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1226,joyoung/九阳, JYL-C91T,质量,质量,1,4.0
1227,joyoung/九阳, JYL-C91T,质量,质量,1,4.0
1228,joyoung/九阳, JYL-C91T,服务,服务态度,1,2.0
1229,joyoung/九阳, JYL-C91T,质量,声音,1,2.0
1230,joyoung/九阳, JYL-C91T,质量,实物,1,1.0
1231,joyoung/九阳, JYL-C91T,服务,卖家,1,2.0
1232,joyoung/九阳, JYL-C91T,服务,客服,1,1.0
1233,joyoung/九阳, JYL-C91T,物流,物流,1,2.0
1234,joyoung/九阳, JYL-C91T,服务,态度,1,1.0
1235,joyoung/九阳, JYL-C91T,服务,包装,1,2.0
1236,joyoung/九阳, JYL-C91T,服务,包装,1,1.0
1237,joyoung/九阳, JYL-C91T,服务,包装,1,3.0
1238,joyoung/九阳, JYL-C91T,服务,包装,-1,1.0
1239,joyoung/九阳, JYL-C91T,服务,包装,1,1.0
1240,joyoung/九阳, JYL-C91T,服务,包装,1,4.0
1241,joyoung/九阳, JYL-C91T,服务,包装,1,6.0
1242,joyoung/九阳, JYL-C91T,服务,包装,-1,1.0
1243,joyoung/九阳, JYL-C91T,服务,包装,1,1.0
1244,joyoung/九阳, JYL-C91T,服务,包装,1,1.0
1245,joyoung/九阳, JYL-C91T,服务,包装,1,1.0
1246,joyoung/九阳, JYL-C91T,质量,声音,1,43.0
1247,joyoung/九阳, JYL-C91T,质量,声音,-1,4.0
1248,joyoung/九阳, JYL-C91T,质量,声音,1,1.0
1249,joyoung/九阳, JYL-C91T,质量,声音,-1,5.0
1250,joyoung/九阳, JYL-C91T,质量,声音,1,3.0
1251,joyoung/九阳, JYL-C91T,质量,声音,1,1.0
1252,joyoung/九阳, JYL-C91T,质量,声音,1,2.0
1253,joyoung/九阳, JYL-C91T,质量,声音,1,1.0
1254,joyoung/九阳, JYL-C91T,质量,声音,-1,1.0
1255,joyoung/九阳, JYL-C91T,价格,价格,-1,1.0
1256,joyoung/九阳, JYL-C91T,价格,价格,1,20.0
1257,joyoung/九阳, JYL-C91T,价格,价格,1,4.0
1258,joyoung/九阳, JYL-C91T,价格,价格,1,3.0
1259,joyoung/九阳, JYL-C91T,价格,价格,1,1.0
1260,joyoung/九阳, JYL-C91T,价格,价格,1,1.0
1261,joyoung/九阳, JYL-C91T,价格,价格,1,2.0
1262,joyoung/九阳, JYL-C91T,价格,价格,1,1.0
1263,joyoung/九阳, JYL-C91T,功能,辅食,1,1.0
1264,joyoung/九阳, JYL-C91T,功能,辅食,1,1.0
1265,joyoung/九阳, JYL-C91T,功能,豆浆,1,1.0
1266,joyoung/九阳, JYL-C91T,功能,豆浆,1,1.0
1267,joyoung/九阳, JYL-C91T,功能,豆浆,1,1.0
1268,joyoung/九阳, JYL-C91T,功能,豆浆,1,1.0
1269,joyoung/九阳, JYL-C91T,功能,豆浆,1,1.0
1270,joyoung/九阳, JYL-C91T,功能,榨汁机,1,1.0
1271,joyoung/九阳, JYL-C91T,功能,榨汁机,1,4.0
1272,joyoung/九阳, JYL-C91T,功能,榨汁机,-1,2.0
1273,joyoung/九阳, JYL-C91T,功能,榨汁机,1,1.0
1274,joyoung/九阳, JYL-C91T,功能,榨汁机,1,1.0
1275,joyoung/九阳, JYL-C91T,质量,噪音,1,5.0
1276,joyoung/九阳, JYL-C91T,质量,噪音,-1,2.0
1277,joyoung/九阳, JYL-C91T,质量,噪音,1,1.0
1278,joyoung/九阳, JYL-C91T,质量,噪音,1,2.0
1279,joyoung/九阳, JYL-C91T,质量,噪音,-1,1.0
1280,joyoung/九阳, JYL-C91T,物流,物流,1,16.0
1281,joyoung/九阳, JYL-C91T,物流,物流,-1,4.0
1282,joyoung/九阳, JYL-C91T,物流,物流,0,1.0
1283,joyoung/九阳, JYL-C91T,物流,物流,-1,7.0
1284,joyoung/九阳, JYL-C91T,物流,物流,1,11.0
1285,joyoung/九阳, JYL-C91T,物流,物流,1,1.0
1286,joyoung/九阳, JYL-C91T,物流,物流,1,1.0
1287,joyoung/九阳, JYL-C91T,功能,功能,1,6.0
1288,joyoung/九阳, JYL-C91T,功能,功能,0,1.0
1289,joyoung/九阳, JYL-C91T,功能,功能,1,1.0
1290,joyoung/九阳, JYL-C91T,功能,功能,1,1.0
1291,joyoung/九阳, JYL-C91T,功能,功能,1,1.0
1292,joyoung/九阳, JYL-C91T,功能,功能,1,1.0
1293,joyoung/九阳, JYL-C91T,功能,功能,1,1.0
1294,joyoung/九阳, JYL-C91T,功能,苹果汁,1,1.0
1295,joyoung/九阳, JYL-C91T,功能,苹果汁,1,1.0
1296,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1297,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,9.0
1298,joyoung/九阳, JYL-C91T,适用人群,宝贝,0,1.0
1299,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1300,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,17.0
1301,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,5.0
1302,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1303,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,5.0
1304,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1305,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,3.0
1306,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,2.0
1307,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1308,joyoung/九阳, JYL-C91T,适用人群,宝贝,-1,1.0
1309,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,2.0
1310,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1311,joyoung/九阳, JYL-C91T,质量,塑料味,-1,1.0
1312,joyoung/九阳, JYL-C91T,服务,态度,1,5.0
1313,joyoung/九阳, JYL-C91T,服务,态度,1,10.0
1314,joyoung/九阳, JYL-C91T,服务,态度,1,3.0
1315,joyoung/九阳, JYL-C91T,服务,态度,1,1.0
1316,joyoung/九阳, JYL-C91T,服务,态度,-1,1.0
1317,joyoung/九阳, JYL-C91T,使用场景,家庭,1,1.0
1318,joyoung/九阳, JYL-C91T,品牌,品牌,1,1.0
1319,joyoung/九阳, JYL-C91T,品牌,品牌,1,1.0
1320,joyoung/九阳, JYL-C91T,款式,体积,1,1.0
1321,joyoung/九阳, JYL-C91T,价格,价格便宜,1,1.0
1322,joyoung/九阳, JYL-C91T,质量,质量,1,15.0
1323,joyoung/九阳, JYL-C91T,质量,质量,1,15.0
1324,joyoung/九阳, JYL-C91T,质量,质量,1,17.0
1325,joyoung/九阳, JYL-C91T,质量,质量,-1,2.0
1326,joyoung/九阳, JYL-C91T,质量,质量,-1,1.0
1327,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1328,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1329,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1330,joyoung/九阳, JYL-C91T,质量,质量,1,2.0
1331,joyoung/九阳, JYL-C91T,质量,质量,-1,1.0
1332,joyoung/九阳, JYL-C91T,服务,好评,1,3.0
1333,joyoung/九阳, JYL-C91T,服务,好评,1,4.0
1334,joyoung/九阳, JYL-C91T,服务,好评,1,1.0
1335,joyoung/九阳, JYL-C91T,服务,好评,1,1.0
1336,joyoung/九阳, JYL-C91T,质量,性能,1,2.0
1337,joyoung/九阳, JYL-C91T,质量,性能,1,2.0
1338,joyoung/九阳, JYL-C91T,价格,性价比,1,4.0
1339,joyoung/九阳, JYL-C91T,价格,性价比,1,3.0
1340,joyoung/九阳, JYL-C91T,价格,性价比,1,1.0
1341,joyoung/九阳, JYL-C91T,价格,性价比,0,2.0
1342,joyoung/九阳, JYL-C91T,价格,性价比,0,1.0
1343,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1344,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1345,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1346,joyoung/九阳, JYL-C91T,质量,挺好,-1,1.0
1347,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1348,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1349,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1350,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1351,joyoung/九阳, JYL-C91T,质量,挺好,1,2.0
1352,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1353,joyoung/九阳, JYL-C91T,款式,外观,1,1.0
1354,joyoung/九阳, JYL-C91T,款式,外观,1,1.0
1355,joyoung/九阳, JYL-C91T,款式,外观,1,2.0
1356,joyoung/九阳, JYL-C91T,款式,外观,1,1.0
1357,joyoung/九阳, JYL-C91T,款式,外观,1,1.0
1358,joyoung/九阳, JYL-C91T,款式,外观,1,2.0
1359,joyoung/九阳, JYL-C91T,款式,外观,1,1.0
1360,joyoung/九阳, JYL-C91T,功能,绞肉,-1,1.0
1361,joyoung/九阳, JYL-C91T,功能,绞肉,-1,1.0
1362,joyoung/九阳, JYL-C91T,价格,价钱,1,2.0
1363,joyoung/九阳, JYL-C91T,价格,价钱,1,1.0
1364,joyoung/九阳, JYL-C91T,品牌,九阳,1,2.0
1365,joyoung/九阳, JYL-C91T,价格,价位,1,1.0
1366,joyoung/九阳, JYL-C91T,服务,亲们,1,1.0
1367,joyoung/九阳, JYL-C91T,服务,客服,1,1.0
1368,joyoung/九阳, JYL-C91T,服务,客服,1,1.0
1369,joyoung/九阳, JYL-C91T,服务,客服,1,4.0
1370,joyoung/九阳, JYL-C91T,服务,客服,1,3.0
1371,joyoung/九阳, JYL-C91T,服务,客服,1,1.0
1372,joyoung/九阳, JYL-C91T,功能,果汁,1,2.0
1373,joyoung/九阳, JYL-C91T,功能,果汁,1,1.0
1374,joyoung/九阳, JYL-C91T,功能,果汁,1,5.0
1375,joyoung/九阳, JYL-C91T,功能,果汁,1,5.0
1376,joyoung/九阳, JYL-C91T,功能,果汁,1,1.0
1377,joyoung/九阳, JYL-C91T,功能,果汁,1,2.0
1378,joyoung/九阳, JYL-C91T,功能,果汁,1,1.0
1379,joyoung/九阳, JYL-C91T,功能,果汁,1,1.0
1380,joyoung/九阳, JYL-C91T,功能,转速,1,1.0
1381,joyoung/九阳, JYL-C91T,功能,转速,1,1.0
1382,joyoung/九阳, JYL-C91T,服务,卖家,1,2.0
1383,joyoung/九阳, JYL-C91T,服务,卖家,1,1.0
1384,joyoung/九阳, JYL-C91T,服务,卖家,1,1.0
1385,joyoung/九阳, JYL-C91T,服务,卖家,1,1.0
1386,joyoung/九阳, JYL-C91T,服务,卖家,1,1.0
1387,joyoung/九阳, JYL-C91T,款式,颜值,1,1.0
1388,joyoung/九阳, JYL-C91T,功能,米糊,1,1.0
1389,joyoung/九阳, JYL-C91T,款式,大小,1,4.0
1390,joyoung/九阳, JYL-C91T,款式,大小,-1,1.0
1391,joyoung/九阳, JYL-C91T,款式,大小,1,1.0
1392,joyoung/九阳, JYL-C91T,功能,榨汁,1,2.0
1393,joyoung/九阳, JYL-C91T,功能,榨汁,1,1.0
1394,joyoung/九阳, JYL-C91T,功能,榨汁,1,1.0
1395,joyoung/九阳, JYL-C91T,功能,水果,1,1.0
1396,joyoung/九阳, JYL-C91T,功能,食材,1,2.0
1397,joyoung/九阳, JYL-C91T,服务,店家,1,1.0
1398,joyoung/九阳, JYL-C91T,适用人群,老板,1,1.0
1399,joyoung/九阳, JYL-C91T,服务,服务态度,-1,1.0
1400,joyoung/九阳, JYL-C91T,服务,服务态度,1,13.0
1401,joyoung/九阳, JYL-C91T,服务,服务态度,1,7.0
1402,joyoung/九阳, JYL-C91T,服务,服务态度,1,1.0
1403,joyoung/九阳, JYL-C91T,服务,服务态度,1,1.0
1404,joyoung/九阳, JYL-C91T,服务,服务态度,-1,1.0
1405,joyoung/九阳, JYL-C91T,服务,服务态度,1,1.0
1406,joyoung/九阳, JYL-C91T,服务,服务态度,1,1.0
1407,joyoung/九阳, JYL-C91T,适用人群,朋友,1,2.0
1408,joyoung/九阳, JYL-C91T,功能,很给力,1,1.0
1409,joyoung/九阳, JYL-C91T,功能,很给力,1,1.0
1410,joyoung/九阳, JYL-C91T,质量,刀头,-1,1.0
1411,joyoung/九阳, JYL-C91T,品牌,正品,1,1.0
1412,joyoung/九阳, JYL-C91T,品牌,商家,1,1.0
1413,joyoung/九阳, JYL-C91T,服务,果泥,1,1.0
1414,joyoung/九阳, JYL-C91T,服务,果泥,1,1.0
1415,joyoung/九阳, JYL-C91T,服务,果泥,1,2.0
1416,joyoung/九阳, JYL-C91T,质量,试一下,1,1.0
1417,joyoung/九阳, JYL-C91T,质量,试一下,1,1.0
1418,joyoung/九阳, JYL-C91T,价格,比价,0,1.0
1419,joyoung/九阳, JYL-C91T,适用人群,妈妈,1,1.0
1420,joyoung/九阳, JYL-C91T,款式,机身,1,1.0
1421,joyoung/九阳, JYL-C91T,款式,机身,1,1.0
1422,joyoung/九阳, JYL-C91T,服务,差评,-1,1.0
1423,joyoung/九阳, JYL-C91T,功能,刀座,1,1.0
1424,joyoung/九阳, JYL-C91T,款式,容量大,1,1.0
1425,joyoung/九阳, JYL-C91T,款式,外表,1,1.0
1426,joyoung/九阳, JYL-C91T,适用人群,孩子,1,1.0
1427,joyoung/九阳, JYL-C91T,适用人群,孩子,1,1.0
1428,joyoung/九阳, JYL-C91T,功能,粉碎机,1,1.0
1429,joyoung/九阳, JYL-C91T,质量,物美,1,2.0
1430,joyoung/九阳, JYL-C91T,款式,白色,1,1.0
1431,joyoung/九阳, JYL-C91T,功能,豆渣,1,1.0
1432,joyoung/九阳, JYL-C91T,功能,苹果泥,1,1.0
1433,joyoung/九阳, JYL-C91T,款式,款式,1,1.0
1434,joyoung/九阳, JYL-C91T,款式,外形,1,1.0
1435,joyoung/九阳, JYL-C91T,质量,实用性,1,1.0
1436,joyoung/九阳, JYL-C91T,质量,实用性,1,1.0
1437,joyoung/九阳, JYL-C91T,功能,豆子,1,1.0
1438,joyoung/九阳, JYL-C91T,质量,噪声,1,1.0
1439,joyoung/九阳, JYL-C91T,服务,说明书,1,1.0
1440,joyoung/九阳, JYL-C91T,价格,物超所值,1,1.0
1441,joyoung/九阳, JYL-C91T,价格,杠杠,1,1.0
1442,joyoung/九阳, JYL-C91T,质量,实物,1,1.0
1443,joyoung/九阳, JYL-C91T,功能,过滤网,1,2.0
1444,joyoung/九阳, JYL-C91T,功能,芒果,1,1.0
1445,joyoung/九阳, JYL-C91T,价格,价差,1,1.0
1446,joyoung/九阳, JYL-C91T,质量,马力足,1,1.0
1447,joyoung/九阳, JYL-C91T,功能,切肉,1,1.0
1448,joyoung/九阳, JYL-C91T,品牌,电磁炉,1,1.0
1449,joyoung/九阳, JYL-C91T,品牌,老牌子,1,1.0
1450,joyoung/九阳, JYL-C91T,功能,西瓜汁,1,1.0
1451,joyoung/九阳, JYL-C91T,质量,密闭性,-1,1.0
1452,joyoung/九阳, JYL-C91T,服务,纸箱包装,-1,1.0
1453,joyoung/九阳, JYL-C91T,款式,产品设计,1,1.0
1454,joyoung/九阳, JYL-C91T,功能,果肉,1,1.0
1455,joyoung/九阳, JYL-C91T,质量,声音,1,1.0
1456,joyoung/九阳, JYL-C91T,质量,声音,1,1.0
1457,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1458,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1459,joyoung/九阳, JYL-C91T,质量,质量,1,2.0
1460,joyoung/九阳, JYL-C91T,物流,物流,1,1.0
1461,joyoung/九阳, JYL-C91T,服务,服务态度,1,1.0
1462,joyoung/九阳, JYL-C91T,服务,服务态度,1,1.0
1463,joyoung/九阳, JYL-C91T,功能,榨汁机,1,1.0
1464,joyoung/九阳, JYL-C91T,适用人群,老板,1,1.0
1465,joyoung/九阳, JYL-C91T,服务,售后服务,-1,1.0
1466,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1467,joyoung/九阳, JYL-C91T,服务,态度,1,2.0
1468,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1469,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1470,joyoung/九阳, JYL-C91T,质量,质量,1,1.0
1471,joyoung/九阳, JYL-C91T,物流,物流,1,1.0
1472,joyoung/九阳, JYL-C91T,质量,声音,1,2.0
1473,joyoung/九阳, JYL-C91T,质量,声音,1,1.0
1474,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,2.0
1475,joyoung/九阳, JYL-C91T,适用人群,宝贝,1,1.0
1476,joyoung/九阳, JYL-C91T,服务,客服,1,1.0
1477,joyoung/九阳, JYL-C91T,质量,实用性,1,1.0
1478,joyoung/九阳, JYL-C91T,功能,功能,1,1.0
1479,joyoung/九阳, JYL-C91T,功能,白芝麻,0,1.0
1480,joyoung/九阳, JYL-C91T,质量,挺好,1,1.0
1481,joyoung/九阳, JYL-C91T,功能,速度快,1,1.0
1482,fronton/弗朗顿,CB-666D,适用人群,宝贝,1,1.0
1483,fronton/弗朗顿,CB-666D,服务,包装,1,1.0
1484,fronton/弗朗顿,CB-666D,质量,质量,1,1.0
1485,fronton/弗朗顿,CB-666D,质量,声音,1,1.0
1486,fronton/弗朗顿,CB-666D,质量,声音,1,2.0
1487,fronton/弗朗顿,CB-666D,质量,声音,-1,1.0
1488,fronton/弗朗顿,CB-666D,质量,声音,1,1.0
1489,fronton/弗朗顿,CB-666D,质量,声音,1,3.0
1490,fronton/弗朗顿,CB-666D,物流,物流,1,2.0
1491,fronton/弗朗顿,CB-666D,物流,物流,1,1.0
1492,fronton/弗朗顿,CB-666D,物流,物流,1,1.0
1493,fronton/弗朗顿,CB-666D,功能,豆浆,1,1.0
1494,fronton/弗朗顿,CB-666D,服务,客服,1,1.0
1495,fronton/弗朗顿,CB-666D,服务,客服,1,2.0
1496,fronton/弗朗顿,CB-666D,服务,客服,1,1.0
1497,fronton/弗朗顿,CB-666D,服务,客服,1,1.0
1498,fronton/弗朗顿,CB-666D,服务,客服,1,1.0
1499,fronton/弗朗顿,CB-666D,服务,服务态度,1,2.0
1500,fronton/弗朗顿,CB-666D,功能,果汁,1,1.0
1501,fronton/弗朗顿,CB-666D,功能,果汁,0,1.0
1502,fronton/弗朗顿,CB-666D,功能,果汁,1,1.0
1503,fronton/弗朗顿,CB-666D,适用人群,老人,1,1.0
1504,fronton/弗朗顿,CB-666D,功能,功能,1,1.0
1505,fronton/弗朗顿,CB-666D,功能,功能,1,1.0
1506,fronton/弗朗顿,CB-666D,功能,功能,1,1.0
1507,fronton/弗朗顿,CB-666D,质量,噪音,-1,1.0
1508,fronton/弗朗顿,CB-666D,质量,噪音,1,1.0
1509,fronton/弗朗顿,CB-666D,功能,功率,1,1.0
1510,fronton/弗朗顿,CB-666D,功能,功率,1,2.0
1511,fronton/弗朗顿,CB-666D,功能,转速,1,3.0
1512,fronton/弗朗顿,CB-666D,价格,性价比,1,1.0
1513,fronton/弗朗顿,CB-666D,价格,性价比,0,1.0
1514,fronton/弗朗顿,CB-666D,使用场景,全家,1,1.0
1515,fronton/弗朗顿,CB-666D,功能,很给力,1,1.0
1516,fronton/弗朗顿,CB-666D,质量,挺好,1,1.0
1517,fronton/弗朗顿,CB-666D,服务,店家,1,1.0
1518,fronton/弗朗顿,CB-666D,款式,外观,1,1.0
1519,fronton/弗朗顿,CB-666D,质量,用料,1,1.0
1520,fronton/弗朗顿,CB-666D,功能,米糊,1,2.0
1521,fronton/弗朗顿,CB-666D,功能,米糊,1,1.0
1522,fronton/弗朗顿,CB-666D,功能,米糊,1,1.0
1523,fronton/弗朗顿,CB-666D,款式,颜值,1,2.0
1524,fronton/弗朗顿,CB-666D,服务,箱子,1,1.0
1525,fronton/弗朗顿,CB-666D,款式,屏幕,1,2.0
1526,fronton/弗朗顿,CB-666D,质量,刀头,-1,1.0
1527,fronton/弗朗顿,CB-666D,服务,店主,1,1.0
1528,fronton/弗朗顿,CB-666D,质量,玻璃,1,1.0
1529,fronton/弗朗顿,CB-666D,质量,使用寿命,-1,1.0
1530,fronton/弗朗顿,CB-666D,功能,黑豆浆,1,1.0
1531,fronton/弗朗顿,CB-666D,物流,运费,-1,1.0
1532,fronton/弗朗顿,CB-666D,款式,外观设计,1,2.0
1533,fronton/弗朗顿,CB-666D,服务,说明书,1,1.0
1534,fronton/弗朗顿,CB-666D,价格,价格合理,1,1.0
1535,fronton/弗朗顿,CB-666D,适用人群,老爸,1,1.0
1536,fronton/弗朗顿,CB-666D,功能,核桃,1,1.0
1537,fronton/弗朗顿,CB-666D,质量,灵敏度,1,1.0
1538,midea/美的, WBL2531H,物流,物流,1,2.0
1539,midea/美的, WBL2531H,物流,物流,1,2.0
1540,midea/美的, WBL2531H,质量,声音,1,8.0
1541,midea/美的, WBL2531H,质量,声音,1,1.0
1542,midea/美的, WBL2531H,质量,声音,-1,1.0
1543,midea/美的, WBL2531H,质量,质量,1,1.0
1544,midea/美的, WBL2531H,款式,颜色,1,2.0
